red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts
JOE RIGGS,BEN SAUNDERS,13/12/2014,Diesel,Killa B,L,W,Submission,1,0:57,3 Rnd (5-5-5),John McCarthy,Injury Neck Injury,Welterweight Bout,-,UFC on FOX: Dos Santos vs Miocic,"Phoenix, Arizona, USA",0,0,2 of 3,4 of 7,66,57,2 of 3,4 of 7,1 of 1,0 of 0,100,---,0,0,0,0,0:19,0:00,2 of 3,3 of 5,0 of 0,1 of 2,0 of 0,0 of 0,2 of 3,3 of 5,0 of 0,1 of 2,0 of 0,0 of 0,100,75,0,25,0,0,100,75,0,25,0,0,,
JAMIE VARNER,DREW DOBER,13/12/2014,-,-,L,W,Submission,1,1:52,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Lightweight Bout,-,UFC on FOX: Dos Santos vs Miocic,"Phoenix, Arizona, USA",0,0,4 of 10,5 of 12,40,41,4 of 10,7 of 14,0 of 2,0 of 0,0,---,0,1,0,0,0:00,0:40,2 of 7,3 of 9,2 of 3,2 of 3,0 of 0,0 of 0,2 of 8,3 of 10,2 of 2,1 of 1,0 of 0,1 of 1,50,60,50,40,0,0,50,60,50,20,0,20,,
JOE ELLENBERGER,BRYAN BARBERENA,13/12/2014,Excalibur,Bam Bam,L,W,KO/TKO,3,3:24,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,Lightweight Bout,-,UFC on FOX: Dos Santos vs Miocic,"Phoenix, Arizona, USA",0,1,24 of 60,63 of 122,40,51,35 of 71,106 of 172,3 of 5,0 of 0,60,---,0,0,0,0,2:18,2:24,13 of 48,50 of 106,8 of 9,7 of 7,3 of 3,6 of 9,12 of 36,32 of 72,10 of 21,10 of 22,2 of 3,21 of 28,54,79,33,11,12,9,50,50,41,15,8,33,,
DAVID MICHAUD,GARETT WHITELEY,13/12/2014,BullDawg,Goodnight,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Al Guinee,Sal D'amato 28 - 29. Glenn Trowbridge 28 - 29. Dennis O'Connell 27 - 30.,Lightweight Bout,-,UFC on FOX: Dos Santos vs Miocic,"Phoenix, Arizona, USA",0,0,77 of 140,75 of 161,55,46,123 of 204,112 of 207,4 of 4,0 of 1,100,0,0,0,0,0,7:32,0:00,56 of 111,41 of 119,17 of 22,22 of 27,4 of 7,12 of 15,48 of 99,56 of 131,10 of 15,7 of 13,19 of 26,12 of 17,72,54,22,29,5,16,62,74,12,9,24,16,,
HENRY CEJUDO,DUSTIN KIMURA,13/12/2014,Triple C,The Diamond,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 27 - 30. Chris Flores 27 - 30. Marcos Rosales 27 - 30.,Bantamweight Bout,-,UFC on FOX: Dos Santos vs Miocic,"Phoenix, Arizona, USA",1,0,72 of 145,25 of 161,49,15,76 of 149,25 of 161,0 of 2,0 of 1,0,0,0,0,0,0,0:20,0:00,43 of 109,16 of 143,24 of 31,8 of 17,5 of 5,1 of 1,50 of 106,24 of 160,19 of 31,1 of 1,3 of 8,0 of 0,59,64,33,32,6,4,69,96,26,4,4,0,,
ANTHONY BIRCHAK,IAN ENTWISTLE,13/12/2014,El Toro,Enty,L,W,Submission,1,1:04,3 Rnd (5-5-5),Jason Herzog,Heel Hook On Ground,Bantamweight Bout,perf,UFC on FOX: Dos Santos vs Miocic,"Phoenix, Arizona, USA",0,0,4 of 9,0 of 2,44,0,5 of 12,0 of 2,1 of 1,0 of 0,100,---,0,3,0,0,0:26,0:00,4 of 8,0 of 1,0 of 1,0 of 0,0 of 0,0 of 1,0 of 2,0 of 2,0 of 0,0 of 0,4 of 7,0 of 0,100,0,0,0,0,0,0,0,0,0,100,0,,
CARLA ESPARZA,ROSE NAMAJUNAS,12/12/2014,Cookie Monster,Thug,W,L,Submission,3,1:26,5 Rnd (5-5-5-5-5),Yves Lavigne,Rear Naked Choke,UFC Women's Strawweight Title Bout,belt,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Las Vegas, Nevada, USA",0,0,42 of 90,28 of 72,46,38,107 of 180,29 of 73,5 of 7,1 of 3,71,33,1,0,0,0,5:02,0:24,36 of 79,16 of 53,6 of 10,8 of 14,0 of 1,4 of 5,11 of 45,22 of 58,11 of 21,4 of 10,20 of 24,2 of 4,85,57,14,28,0,14,26,78,26,14,47,7,,
JEREMY STEPHENS,CHARLES OLIVEIRA,12/12/2014,Lil' Heathen,Do Bronxs,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Tony Weeks 27 - 30. Lester Griffin 28 - 29. Marcos Rosales 28 - 29.,Featherweight Bout,-,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Las Vegas, Nevada, USA",0,0,48 of 79,43 of 67,60,64,55 of 88,74 of 100,0 of 0,2 of 7,---,28,0,3,0,0,6:19,5:22,34 of 59,25 of 46,8 of 11,12 of 15,6 of 9,6 of 6,25 of 47,20 of 39,6 of 6,15 of 17,17 of 26,8 of 11,70,58,16,27,12,13,52,46,12,34,35,18,,
JOE PROCTOR,YANCY MEDEIROS,12/12/2014,-,-,L,W,Submission,1,4:37,3 Rnd (5-5-5),Yves Lavigne,Guillotine Choke On Ground,Lightweight Bout,perf,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Las Vegas, Nevada, USA",0,1,15 of 46,25 of 66,32,37,15 of 46,25 of 66,0 of 0,0 of 0,---,---,0,1,0,0,0:00,0:28,2 of 26,8 of 40,4 of 7,9 of 17,9 of 13,8 of 9,15 of 46,21 of 59,0 of 0,1 of 1,0 of 0,3 of 6,13,32,26,36,60,32,100,84,0,4,0,12,,
JESSICA PENNE,RANDA MARKOS,12/12/2014,-,Quiet Storm,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Lester Griffin 29 - 28. Junichiro Kamijo 27 - 30. Tony Weeks 28 - 29.,Women's Strawweight Bout,fight,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Las Vegas, Nevada, USA",0,0,39 of 98,55 of 102,39,53,94 of 166,76 of 124,4 of 8,1 of 2,50,50,0,0,1,0,6:41,2:16,24 of 76,44 of 89,8 of 12,2 of 3,7 of 10,9 of 10,19 of 71,42 of 82,6 of 7,1 of 5,14 of 20,12 of 15,61,80,20,3,17,16,48,76,15,1,35,21,,
FELICE HERRIG,LISA ELLIS,12/12/2014,Lil Bulldog,-,W,L,Submission,2,3:05,3 Rnd (5-5-5),John McCarthy,Armbar On Ground,Women's Strawweight Bout,-,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Las Vegas, Nevada, USA",0,0,8 of 14,4 of 5,57,80,48 of 64,7 of 10,1 of 1,2 of 3,100,66,3,1,2,1,4:57,2:44,8 of 13,3 of 4,0 of 1,1 of 1,0 of 0,0 of 0,1 of 6,1 of 2,0 of 0,1 of 1,7 of 8,2 of 2,100,75,0,25,0,0,12,25,0,25,87,50,,
BEC RAWLINGS,HEATHER CLARK,12/12/2014,Rowdy,Hurricane,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Adalaide Byrd 28 - 29. Lester Griffin 28 - 29. Glenn Trowbridge 28 - 29.,Women's Strawweight Bout,-,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Las Vegas, Nevada, USA",0,0,69 of 118,56 of 99,58,56,90 of 147,85 of 136,0 of 2,1 of 5,0,20,0,1,0,0,1:02,7:52,45 of 89,33 of 66,6 of 10,15 of 23,18 of 19,8 of 10,43 of 82,29 of 64,25 of 35,21 of 27,1 of 1,6 of 8,65,58,8,26,26,14,62,51,36,37,1,10,,
JOANNE WOOD,SEO HEE HAM,12/12/2014,JoJo,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 27 - 30. Tony Weeks 27 - 30. Roy Silbert 26 - 30.,Women's Strawweight Bout,-,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Las Vegas, Nevada, USA",0,0,109 of 223,58 of 111,48,52,147 of 271,63 of 116,2 of 4,0 of 3,50,0,0,0,0,0,5:40,0:42,41 of 119,22 of 60,27 of 41,17 of 22,41 of 63,19 of 29,70 of 164,50 of 97,30 of 44,8 of 14,9 of 15,0 of 0,37,37,24,29,37,32,64,86,27,13,8,0,,
TECIA PENNINGTON,ANGELA MAGANA,12/12/2014,Tiny Tornado,Your Majesty,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,Junichiro Kamijo 27 - 30. Glenn Trowbridge 27 - 30. Marcos Rosales 26 - 30.,Women's Strawweight Bout,-,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Las Vegas, Nevada, USA",1,0,96 of 196,37 of 145,48,25,98 of 200,38 of 146,1 of 1,0 of 2,100,0,0,0,0,0,0:38,0:04,57 of 137,7 of 97,29 of 46,11 of 24,10 of 13,19 of 24,89 of 186,32 of 139,7 of 10,5 of 6,0 of 0,0 of 0,59,18,30,29,10,51,92,86,7,13,0,0,,
AISLING DALY,ALEX CHAMBERS,12/12/2014,Ais the Bash,Astro Girl,W,L,Submission,1,4:53,3 Rnd (5-5-5),John McCarthy,Armbar From Half Guard,Women's Strawweight Bout,-,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Las Vegas, Nevada, USA",0,0,16 of 26,12 of 15,61,80,52 of 68,12 of 15,1 of 2,1 of 1,50,100,1,0,0,0,3:05,1:14,13 of 21,5 of 7,3 of 5,2 of 3,0 of 0,5 of 5,5 of 11,6 of 7,2 of 4,5 of 6,9 of 11,1 of 2,81,41,18,16,0,41,31,50,12,41,56,8,,
EMILY KAGAN,ANGELA HILL,12/12/2014,-,Overkill,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kim Winslow,Sal D'amato 26 - 30. Junichiro Kamijo 26 - 30. Lester Griffin 27 - 30.,Women's Strawweight Bout,-,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Las Vegas, Nevada, USA",0,1,41 of 91,107 of 159,45,67,60 of 113,140 of 199,2 of 12,0 of 1,16,0,0,0,0,1,5:36,4:21,15 of 52,68 of 113,11 of 21,31 of 38,15 of 18,8 of 8,26 of 70,32 of 63,15 of 21,68 of 87,0 of 0,7 of 9,36,63,26,28,36,7,63,29,36,63,0,6,,
JOHNY HENDRICKS,ROBBIE LAWLER,06/12/2014,Bigg Rigg,Ruthless,L,W,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Marcos Rosales 47 - 48. Sal D'amato 48 - 47. Glenn Trowbridge 46 - 49.,UFC Welterweight Title Bout,belt,UFC 181: Hendricks vs Lawler II,"Las Vegas, Nevada, USA",0,0,111 of 228,116 of 201,48,57,145 of 264,167 of 253,5 of 17,0 of 0,29,---,1,0,0,0,10:20,1:02,66 of 176,71 of 148,6 of 10,45 of 52,39 of 42,0 of 1,97 of 206,54 of 128,13 of 20,36 of 45,1 of 2,26 of 28,59,61,5,38,35,0,87,46,11,31,0,22,,
ANTHONY PETTIS,GILBERT MELENDEZ,06/12/2014,Showtime,El Nino,W,L,Submission,2,1:53,5 Rnd (5-5-5-5-5),John McCarthy,Guillotine Choke After Drop to Guard,UFC Lightweight Title Bout,belt,UFC 181: Hendricks vs Lawler II,"Las Vegas, Nevada, USA",0,0,30 of 58,27 of 78,51,34,43 of 71,59 of 119,0 of 0,1 of 8,---,12,1,0,1,0,0:03,4:21,26 of 53,16 of 62,3 of 4,10 of 14,1 of 1,1 of 2,27 of 53,15 of 60,3 of 5,10 of 16,0 of 0,2 of 2,86,59,10,37,3,3,90,55,10,37,0,7,,
TRAVIS BROWNE,BRENDAN SCHAUB,06/12/2014,Hapa,Big Brown,W,L,KO/TKO,1,4:50,3 Rnd (5-5-5),Mario Yamasaki,Punches to Head From Back Control,Heavyweight Bout,-,UFC 181: Hendricks vs Lawler II,"Las Vegas, Nevada, USA",0,0,25 of 37,5 of 13,67,38,36 of 51,6 of 14,1 of 1,1 of 3,100,33,0,0,0,0,1:41,0:49,24 of 36,3 of 6,1 of 1,1 of 3,0 of 0,1 of 4,2 of 6,4 of 12,1 of 1,1 of 1,22 of 30,0 of 0,96,60,4,20,0,20,8,80,4,20,88,0,,
TODD DUFFEE,ANTHONY HAMILTON,06/12/2014,-,Freight Train,W,L,KO/TKO,1,0:33,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Heavyweight Bout,-,UFC 181: Hendricks vs Lawler II,"Las Vegas, Nevada, USA",1,0,8 of 16,2 of 6,50,33,8 of 16,2 of 6,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,8 of 16,2 of 6,0 of 0,0 of 0,0 of 0,0 of 0,6 of 14,2 of 6,0 of 0,0 of 0,2 of 2,0 of 0,100,100,0,0,0,0,75,100,0,0,25,0,,
TONY FERGUSON,ABEL TRUJILLO,06/12/2014,El Cucuy,Killa,W,L,Submission,2,4:19,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke,Lightweight Bout,-,UFC 181: Hendricks vs Lawler II,"Las Vegas, Nevada, USA",0,1,20 of 55,15 of 76,36,19,38 of 76,16 of 77,1 of 1,2 of 5,100,40,1,0,0,0,2:02,2:02,12 of 43,14 of 75,5 of 5,1 of 1,3 of 7,0 of 0,18 of 52,11 of 60,1 of 2,1 of 9,1 of 1,3 of 7,60,93,25,6,15,0,90,73,5,6,5,20,,
URIJAH FABER,FRANCISCO RIVERA,06/12/2014,The California Kid,Cisco,W,L,Submission,2,1:34,3 Rnd (5-5-5),Mario Yamasaki,Bulldog Choke On Ground,Bantamweight Bout,-,UFC 181: Hendricks vs Lawler II,"Las Vegas, Nevada, USA",1,0,19 of 52,15 of 56,36,26,19 of 52,15 of 56,0 of 3,0 of 0,0,---,1,0,0,0,0:14,0:00,15 of 42,7 of 47,3 of 7,2 of 2,1 of 3,6 of 7,16 of 47,15 of 56,1 of 2,0 of 0,2 of 3,0 of 0,78,46,15,13,5,40,84,100,5,0,10,0,,
EDDIE GORDON,JOSH SAMMAN,06/12/2014,Truck,Anqa,L,W,KO/TKO,2,3:08,3 Rnd (5-5-5),Herb Dean,Kick to Head At Distance,Middleweight Bout,perf,UFC 181: Hendricks vs Lawler II,"Las Vegas, Nevada, USA",0,1,8 of 15,11 of 24,53,45,72 of 83,35 of 48,2 of 2,1 of 2,100,50,0,0,1,0,6:33,0:16,8 of 15,5 of 15,0 of 0,3 of 6,0 of 0,3 of 3,2 of 8,9 of 22,0 of 0,2 of 2,6 of 7,0 of 0,100,45,0,27,0,27,25,81,0,18,75,0,,
COREY ANDERSON,JUSTIN JONES,06/12/2014,Overtime,Black Dynamite,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,Junichiro Kamijo 27 - 30. Tony Weeks 27 - 30. Lester Griffin 26 - 30.,Light Heavyweight Bout,-,UFC 181: Hendricks vs Lawler II,"Las Vegas, Nevada, USA",0,0,45 of 89,28 of 69,50,40,95 of 145,32 of 73,7 of 13,0 of 1,53,0,0,1,0,0,8:48,0:00,31 of 72,12 of 47,13 of 16,9 of 13,1 of 1,7 of 9,18 of 53,20 of 54,24 of 33,8 of 15,3 of 3,0 of 0,68,42,28,32,2,25,40,71,53,28,6,0,,
RAQUEL PENNINGTON,ASHLEE EVANS-SMITH,06/12/2014,Rocky,Rebel Girl,W,L,Submission,1,4:59,3 Rnd (5-5-5),Mark Smith,Bulldog Choke On Ground Technical Submission,Women's Bantamweight Bout,-,UFC 181: Hendricks vs Lawler II,"Las Vegas, Nevada, USA",0,0,5 of 10,11 of 16,50,68,16 of 21,25 of 33,1 of 2,1 of 2,50,50,1,0,0,0,1:23,3:09,3 of 7,5 of 9,2 of 3,5 of 6,0 of 0,1 of 1,0 of 1,1 of 4,5 of 9,10 of 12,0 of 0,0 of 0,60,45,40,45,0,9,0,9,100,90,0,0,,
SERGIO PETTIS,MATT HOBAR,06/12/2014,-,The Crowbar,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Derek Cleary 28 - 29. Tony Weeks 28 - 29. Lester Griffin 27 - 30.,Bantamweight Bout,fight,UFC 181: Hendricks vs Lawler II,"Las Vegas, Nevada, USA",0,1,78 of 200,36 of 124,39,29,96 of 220,54 of 142,0 of 1,2 of 9,0,22,2,0,0,0,1:35,4:20,69 of 186,22 of 99,6 of 11,11 of 19,3 of 3,3 of 6,54 of 166,26 of 104,11 of 16,4 of 4,13 of 18,6 of 16,88,61,7,30,3,8,69,72,14,11,16,16,,
